Accession,Strain_name,Year,Subtype,Host,Country,clade_global_phylogeny,general comments,tool_classification,"tool_mismatch (0=match, 999=noMatch)",clade_1A_MLsubset,match_1A_ML,clade_1B_MLsubset,match_1B_ML,clade_1C_MLsubset,match_1C_ML,clade_1A_MBsubset,match_1A_MB,clade_1B_MBsubset,match_1B_MB,clade_1C_MBsubset,match_1C_MB
FJ231782,A/Brandenburg/1/2006,2006,H1N1,Human,Germany,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ231787,A/Sachsen/110302/2002,2002,H1N2,Human,Germany,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
FJ231791,A/Sachsen/678/2003,2003,H1N2,Human,Germany,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
FJ357053,A/blue_winged_teal/TX/27/2002,2002,H1N1,Blue_Winged_Teal,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ357061,A/blue_winged_teal/TX/43/2002,2002,H1N1,Blue_Winged_Teal,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ357104,A/turkey/NC/17026/1988,1988,H1N1,Turkey,USA,1A.1,swine-to-avian,1A.1,0,,,,,,,,,,,,
FJ357112,A/mallard/MD/26/2003,2003,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ357120,A/mallard/MD/41/2003,2003,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ357128,A/mallard/MD/42/2003,2003,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ374511,A/swine/Shanghai/1/2007,2007,H1N2,Swine,China,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
FJ375208,A/Cambodia/502/2007,2007,H1N1,Human,Cambodia,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
FJ415610,A/swine/Zhejiang/1/2007,2007,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ432754,A/duck/Italy/69238/2007,2007,H1N1,Duck,Italy,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ432770,A/duck/Italy/281904/2006,2006,H1N1,Duck,Italy,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ432778,A/goose/Italy/296426/2003,2003,H1N1,Goose,Italy,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ520082,A/northern_pintail/California/44221_608/2006,2006,H1N2,Northern_Pintail,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ532088,A/Texas/09/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ532089,A/Texas/11/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ536762,A/swine/Beijing/21/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536770,A/swine/Beijing/26/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536778,A/swine/Fujian/58/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536781,A/swine/Shandong/128/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536792,A/swine/Shandong/62/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536802,A/swine/Shandong/187/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536810,A/swine/Fujian/204/2007,2007,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536818,A/swine/Shandong/443/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536819,A/swine/Shandong/1012/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536830,A/swine/Shandong/692/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
FJ536842,A/swine/Guangdong/1/2005,2005,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
FJ536843,A/duck/Hebei/843/2005,2005,H1N2,Duck,China,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FJ549051,A/Texas/15/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ611898,A/swine/Minnesota/07002083/2007,2007,H1N1,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
FJ638298,A/swine/IL/00685/2005,2005,H1N1,Swine,USA,1B.2.1,,1B.2.1,0,,,,,,,,,,,,
FJ638306,A/swine/NC/00573/2005,2005,H1N1,Swine,USA,1B.2.1,,1B.2.1,0,,,1B.2.1,match,,,,,1B.2.1,match,,
FJ638314,A/swine/IL/07003243/2007,2007,H1N2,Swine,USA,1B.2.2,,1B.2.2,0,,,,,,,,,,,,
FJ654338,A/England/684/2007,2007,H1N1,Human,United_Kingdom,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
FJ686977,A/Massachusetts/08/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ687030,A/South_Carolina/06/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ687033,A/Hawaii/21/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
FJ688266,A/swine/Thailand/HF6/2005,2005,H1N1,Swine,Thailand,1A.1,,1A.1,0,,,,,,,,,,,,
FJ752510,A/swine/Taichung/200_8/2002,2002,H1N1,Pig,Taiwan,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,,,,,,
FJ752514,A/swine/Taichung/E3/1992,1992,H1N1,Pig,Taiwan,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,,,,,,
FJ752522,A/swine/Pingtung/64_26/2007,2007,H1N1,Pig,Taiwan,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,,,,,,
FJ770254,A/swine/Italy/5945/2008,2008,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770255,A/swine/Italy/19490/2006,2006,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770256,A/swine/Italy/29313/2006,2006,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770257,A/swine/Italy/32233/2006,2006,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770258,A/swine/Italy/50175/2007,2007,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770259,A/swine/Italy/80826/2008,2008,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770260,A/swine/Italy/237889/2008,2008,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ770261,A/swine/Italy/19447/2006,2006,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ770262,A/swine/Italy/19498/2006,2006,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ770263,A/swine/Italy/23255/2006,2006,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ770264,A/swine/Italy/29966/2007,2007,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ770265,A/swine/Italy/29977/2007,2007,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ770266,A/swine/Italy/30019_2/2007,2007,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ770267,A/swine/Italy/30073/2006,2006,H1N2,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
FJ789832,A/swine/Shanghai/3/2005,2005,H1N1,Swine,China,1A.1,,1A.1,0,,,,,,,,,,,,
FJ791276,A/swine/Belgium/196/1992,1992,H1N1,Swine,Belgium,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
FJ791277,A/swine/Gent/132/2005,2005,H1N1,Swine,Belgium,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ791278,A/swine/Gent/83/2006,2006,H1N1,Swine,Belgium,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ791279,A/swine/Gent/106/2007,2007,H1N1,Swine,Belgium,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ791280,A/swine/Gent/112/2007,2007,H1N1,Swine,Belgium,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ791281,A/swine/Belgium/74/1995,1995,H1N1,Swine,Belgium,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
FJ791282,A/swine/Gent/06/2001,2001,H1N1,Swine,Belgium,1C.2.1,tool mismatch,1C.2-like,999,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ791283,A/swine/Gent/130/2002,2002,H1N1,Swine,Belgium,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ791284,A/swine/Gent/177/2002,2002,H1N2,Swine,Belgium,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
FJ791285,A/swine/Gent/100/2007,2007,H1N2,Swine,Belgium,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
FJ791286,A/swine/Gent/102/2007,2007,H1N2,Swine,Belgium,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
FJ798777,A/swine/Hungary/19774/2006,2006,H1N1,Swine,Hungary,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FJ805962,A/swine/Belgium/1/1998,1998,H1N1,Swine,Belgium,1C.2,,1C.2,0,,,,,1C.2,match,,,,,1C.2,match
FJ839909,A/swine/Pingtung/7_12/1999,1999,H1N2,Swine,Taiwan,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,,,,,,
FJ844364,A/swine/Tainan/46_4/2005,2005,H1N2,Swine,Taiwan,1A.1.1,,1A.1.1,0,1A.1.1,match,,,,,1A.1.1,match,,,,
FN386463,A/Anas_plathyrhynchos/Spain/1365/2007,2007,H1N1,Mallard,Spain,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FN386464,A/Anas_crecca/Spain/1384/2007,2007,H1N1,Eurasian_Teal,Spain,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FN386465,A/Anas_crecca/Spain/1404/2007,2007,H1N1,Eurasian_Teal,Spain,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
FN429078,A/swine/Germany/SIV04/2008,2008,H1N1,Swine,Germany,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FN429080,A/swine/Germany/SIV05/2007,2007,H1N1,Swine,Germany,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FN646097,A/swine/Finistere/0045/2008,2008,H1N2,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
FN646098,A/swine/Cotes_dArmor/0102/2008,2008,H1N2,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FN646099,A/swine/Cotes_dArmor/0046/2008,2008,H1N1,Swine,France,1B.1.2.3,,1B.1.2.3,0,,,1B.1.2.3,match,,,,,1B.1.2.3,match,,
FN646100,A/swine/Seine_Maritime/0047/2008,2008,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FN646101,A/swine/Cotes_dArmor/0158/2008,2008,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FN646102,A/swine/Cotes_dArmor/0192/2008,2008,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FN646103,A/swine/Finistere/0227/2008,2008,H1N1,Swine,France,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
FR871196,A/swine/La_Reunion/0164/2010,2010,H1N1,Swine,France,1A.3.3.2,,1A.3.3.2,0,1A.3.3.2,match,,,,,,,,,,
GQ161104,A/swine/Bakum/1832/2000,2000,H1N2,Swine,Germany,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
GQ161112,A/swine/Haseluenne/IDT2617/2003,2003,H1N1,Swine,Germany,1C.2.2,,1C.2.2,0,,,,,1C.2.2,match,,,,,1C.2.2,match
GQ161119,A/swine/Haseluenne/IDT2617/2003,2003,H1N1,Swine,Germany,1C.2.2,,1C.2.2,0,,,,,1C.2.2,match,,,,,1C.2.2,match
GQ161124,A/swine/Haseluenne/IDT2617/2003,2003,H1N1,Swine,Germany,1C.2.2,,1C.2.2,0,,,,,1C.2.2,match,,,,,1C.2.2,match
GQ161139,A/swine/Ennigerloh/IDT5803/2006,2006,H1N1,Swine,Germany,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ161141,A/swine/Groitzsch/IDT6016_1/2007,2007,H1N2,Swine,Germany,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
GQ161143,A/swine/Groitzsch/IDT6016_2/2007,2007,H1N2,Swine,Germany,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
GQ161145,A/swine/Kitzen/IDT6142/2007,2007,H1N2,Swine,Germany,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
GQ161156,A/swine/Greven/IDT2889/2004,2004,H1N1,Swine,Germany,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ161163,A/swine/Granstedt/IDT3475/2004,2004,H1N2,Swine,Germany,1B.1.2.1,,1B.1.2.1,0,,,1B.1.2.1,match,,,,,1B.1.2.1,match,,
GQ175958,A/swine/Italy/2929_2/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175959,A/swine/Italy/2929_6/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175960,A/swine/Italy/7704/2001,2001,H1N1,Swine,Italy,1B.1.2.2,,1B.1.2.2,0,,,1B.1.2.2,match,,,,,1B.1.2.2,match,,
GQ175961,A/swine/Italy/16460/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175962,A/swine/Italy/18017/2006,2006,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175963,A/swine/Italy/179058/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175964,A/swine/Italy/215990/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175965,A/swine/Italy/219851_3/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175966,A/swine/Italy/252983/2006,2006,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175967,A/swine/Italy/261157/2004,2004,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175968,A/swine/Italy/270132/2003,2003,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175969,A/swine/Italy/285983_7/2005,2005,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175970,A/swine/Italy/295855/2004,2004,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ175971,A/swine/Italy/306907/2003,2003,H1N1,Swine,Italy,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ229261,A/swine/Hong_Kong/NS837/2001,2001,H1N1,Swine,Hong_Kong,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
GQ229269,A/swine/Hong_Kong/915/2004,2004,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
GQ229277,A/swine/Hong_Kong/103/1993,1993,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
GQ229285,A/swine/Hong_Kong/8512/2001,2001,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GQ229293,A/swine/Hong_Kong/NS1659/2001,2001,H1N1,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
GQ229301,A/swine/Hong_Kong/NS29/2009,2009,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GQ229309,A/swine/Hong_Kong/78/2003,2003,H1N2,Swine,Hong_Kong,1A.3.3,,1A.3.3,0,,,,,,,,,,,,
GQ229317,A/swine/Hong_Kong/554/2003,2003,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,,,,,,,,,,,,
GQ229325,A/swine/Hong_Kong/NS1179/2007,2007,H1N1,Swine,Hong_Kong,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GQ229333,A/swine/Hong_Kong/1562/2005,2005,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
GQ229341,A/swine/Hong_Kong/294/2009,2009,H1N2,Swine,Hong_Kong,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,,,,,,
GQ229357,A/swine/Hong_Kong/9656/2001,2001,H1N1,Swine,Hong_Kong,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
GQ229365,A/swine/Hong_Kong/NS623/2002,2002,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,,,,,,,,,,,,
GQ229373,A/swine/Hong_Kong/1110/2006,2006,H1N2,Swine,Hong_Kong,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,,,,,,
GQ232098,A/swine/Parma/1997,1997,H1N1,Swine,Italy,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
GQ257448,A/mallard/Maryland/13/2003,2003,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GQ290657,A/bird_feces/North_Dakota/181519_24/2006,2006,H1N1,Bird,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GQ290665,A/bird_feces/New_York/186678_18/2008,2008,H1N1,Bird,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GQ369403,A/swine/Alberta/OTH_33_1/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
GQ369406,A/swine/Alberta/OTH_33_2/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
GQ369409,A/swine/Alberta/OTH_33_3/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
GQ369412,A/swine/Alberta/OTH_33_7/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
GQ369417,A/swine/Alberta/OTH_33_21/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,1A.3.3.2,match,,,,,,,,,,
GQ369422,A/swine/Alberta/OTH_33_23/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,,,,,,,,,,,,
GQ369425,A/swine/Alberta/OTH_33_24/2009,2009,H1N1,Swine,Canada,1A.3.3.2,,1A.3.3.2,0,1A.3.3.2,match,,,,,1A.3.3.2,match,,,,
GQ405861,A/swine/Tianjin/1/2004,2004,H1N2,Swine,China,1A.1.3,,1A.1.3,0,1A.1.3,match,,,,,1A.1.3,match,,,,
GQ411892,A/dunlin/Alaska/44421_660/2008,2008,H1N1,Dunlin,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GQ422385,A/swine/Guangdong/103/2002,2002,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
GQ452235,A/swine/Iowa/H04YS2/2004,2004,H1N1,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
GQ452272,A/swine/Guangdong/2/2009,2009,H1N1,Swine,China,1A.1,,1A.1,0,,,,,,,,,,,,
GQ455037,A/swine/Gent/192/2008,2008,H1N1,Swine,Belgium,1C.2.1,,1C.2.1,0,,,,,1C.2.1,match,,,,,1C.2.1,match
GQ455038,A/swine/Belgium/230/1992,1992,H1N1,Swine,Belgium,1C.1,,1C.1,0,,,,,1C.1,match,,,,,1C.1,match
GQ466359,A/New_Jersey/01/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GQ475714,A/New_Jersey/16/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
GQ475757,A/New_Jersey/30/2008,2008,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GQ475855,A/South_Dakota/01/2009,2009,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
GQ475876,A/New_York/62/2009,2009,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GQ475987,A/Arizona/10/2009,2009,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,,,,,,,,,,
GQ476008,A/Virginia/06/2009,2009,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GQ476023,A/Michigan/07/2009,2009,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GQ484355,A/swine/Kansas/77778/2007,2007,H1N1,Swine,USA,1A.3.3.3,,1A.3.3.3,0,,,,,,,,,,,,
GQ495132,A/swine/Sweden/1021/2009,2009,H1N2,Swine,Sweden,1C.2,,1C.2,0,,,,,1C.2,match,,,,,1C.2,match
GQ896366,A/Wisconsin/14/2009,2009,H1N1,Human,USA,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GQ902833,A/Thailand/CU_H17/2009,2009,H1N1,Human,Thailand,Other-Human,Human-Sw1B.2-like,Other-Human,0,,,human,match,,,,,human,match,,
GU046744,A/mallard/Bavaria/42/2006,2006,H1N1,Mallard,Germany,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GU050679,A/mallard/Maryland/178/2002,2002,H1N1,Mallard,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GU050711,A/green_winged_teal/Louisiana/213GW/1987,1987,H1N1,Green_Winged_Teal,USA,Other-Avian,Avian-Sw1C,Other-Avian,0,,,,,,,,,,,,
GU052267,A/Swine/Indiana/1726/1988,1988,H1N1,Swine,USA,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
GU066779,A/mallard/Marquenterre/Z237/1983,1983,H1N1,Mallard,France,Other-Avian,,Other-Avian,0,,,,,,,,,,,,
GU086009,A/swine/Guangdong/33/2006,2006,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
GU086017,A/swine/Guangdong/109/2006,2006,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
GU086025,A/swine/Guangdong/322/2006,2006,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
GU086033,A/swine/Guangdong/446/2006,2006,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,,,,,,
GU086041,A/swine/Guangdong/611/2006,2006,H1N1,Swine,China,1A.1,,1A.1,0,1A.1,match,,,,,1A.1,match,,,,
GU086049,A/swine/Guangdong/628/2006,2006,H1N1,Swine,China,1A.1,,1A.1,0,,,,,,,,,,,,
GU086057,A/swine/Shandong/101/2008,2008,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GU086065,A/swine/Shandong/275/2009,2009,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GU086073,A/swine/Shandong/327/2009,2009,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GU086081,A/swine/Guangdong/1222/2006,2006,H1N2,Swine,China,1A.3.3.1,,1A.3.3.1,0,1A.3.3.1,match,,,,,1A.3.3.1,match,,,,
GU121819,A/swine/Hubei/S1/2009,2009,H1N1,Swine,China,1C.2.3,,1C.2.3,0,,,,,1C.2.3,match,,,,,1C.2.3,match
GU135867,A/swine/Iowa/H02NJ56371/2002,2002,H1N1,Swine,USA,1A.2,,1A.2,0,1A.2,match,,,,,,,,,,
GU135875,A/swine/Iowa/H02NJ56391/2002,2002,H1N1,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
GU135883,A/swine/Iowa/H02PW7/2002,2002,H1N1,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
GU135905,A/swine/Iowa/H02HE4/2002,2002,H1N1,Swine,USA,1A.2,,1A.2,0,1A.2,match,,,,,1A.2,match,,,,
GU135910,A/swine/Iowa/H03G1/2003,2003,H1N1,Swine,USA,1A.2,,1A.2,0,1A.2,match,,,,,,,,,,
GU135933,A/swine/Iowa/H03HS5/2003,2003,H1N1,Swine,USA,1A.2,,1A.2,0,,,,,,,,,,,,
